42.1030944,-8.614611444
42.10310095,-8.614602554
42.10310748,-8.614593706
42.10311398,-8.614584914
42.10312048,-8.614576191
42.10312698,-8.614567552
42.10313344,-8.614558976
42.10313996,-8.614550007
42.1031463,-8.614540921
42.10315246,-8.614531722
42.10315844,-8.614522414
42.10316425,-8.614513
42.10316987,-8.614503483
42.10317556,-8.614493427
42.10318104,-8.614483266
42.10318633,-8.614473005
42.10319142,-8.614462646
42.1031963,-8.614452194
42.10320099,-8.614441652
42.10320547,-8.614431025
42.10320974,-8.614420316
42.10321399,-8.614409058
42.103218,-8.61439772
42.1032218,-8.614386305
42.10322536,-8.614374819
42.1032287,-8.614363265
42.10323182,-8.614351649
42.1032347,-8.614339973
42.10323735,-8.614328244
42.10323977,-8.614316464
42.10324196,-8.614304639
42.10324391,-8.614292772
42.10324563,-8.614280868
42.10324717,-8.614268434
42.10324845,-8.61425597
42.10324948,-8.61424348
42.10325025,-8.61423097
42.10325075,-8.614218444
42.103251,-8.614205907
42.10325098,-8.614193365
42.1032507,-8.614180822
42.10325015,-8.614168282
42.10324934,-8.614155752
42.10324826,-8.614143236
42.10324697,-8.614131239
42.10324543,-8.614119263
42.10324364,-8.614107313
42.1032416,-8.614095394
42.1032395,-8.614083273
42.10323745,-8.614071085
42.10323507,-8.614058913
42.10323247,-8.614047236
42.10322957,-8.614035598
42.10322638,-8.614024009
42.10322289,-8.614012481
42.10321911,-8.614001025
42.10321505,-8.613989653
42.10321087,-8.613978825
42.10320643,-8.613968093
42.10320174,-8.61395747
42.10319678,-8.613946963
42.10319157,-8.613936584
42.1031861,-8.613926343
42.10318063,-8.613916666
42.10317493,-8.613907134
42.10316899,-8.613897754
42.10316284,-8.613888537
42.10315646,-8.61387949
42.10314985,-8.613870622
42.10314303,-8.613861943
42.1031363,-8.613853825
42.10312937,-8.613845895
42.10312224,-8.613838162
42.10311492,-8.613830631
42.1031074,-8.613823312
42.1030997,-8.613816211
42.1030918,-8.613809337
42.10308409,-8.613802994
42.1030762,-8.613796871
42.10306815,-8.613790975
42.10305993,-8.613785313
42.10305154,-8.613779891
42.10304299,-8.613774715
42.10303469,-8.613770023
42.10302625,-8.613765565
42.10301766,-8.61376135
42.10300893,-8.613757382
42.10300005,-8.613753668
42.10299103,-8.613750212
42.10298187,-8.613747022
42.10297304,-8.613744241
42.10296408,-8.61374171
42.102955,-8.613739433
42.10294589,-8.613737443
42.10293687,-8.613735813
42.10292792,-8.61373454
42.10291859,-8.613733576
42.10290935,-8.613732986
42.10290018,-8.61373276
42.1028911,-8.613732887
42.1028821,-8.613733355
42.10287274,-8.613734204
42.10286346,-8.613735405
42.10285426,-8.613736947
42.10284515,-8.613738816
42.10283611,-8.613741002
42.10282715,-8.61374349
42.10281827,-8.613746268
42.10280945,-8.613749325
42.10280072,-8.613752648
42.10279205,-8.613756223
42.10278344,-8.613760039
42.10277491,-8.613764084
42.10276644,-8.613768344
42.10275803,-8.613772808
42.10274968,-8.613777463
42.10274139,-8.613782296
42.10273315,-8.613787295
42.10272497,-8.613792447
42.10271684,-8.613797741
42.10270876,-8.613803163
42.10270074,-8.613808701
42.10269275,-8.613814344
42.10268482,-8.613820077
42.10267692,-8.613825889
42.1026687,-8.613832049
42.10266051,-8.613838267
42.10265237,-8.613844529
42.10264427,-8.613850821
42.1026362,-8.613857129
42.10262817,-8.613863438
42.10262017,-8.613869733
42.1026122,-8.613876001
42.10260425,-8.613882228
42.10259633,-8.613888398
42.10258844,-8.613894498
42.10258057,-8.613900513
42.10257271,-8.613906428
42.10256452,-8.613912492
42.10255634,-8.613918415
42.1025482,-8.613924517
42.10254031,-8.613930667
42.1025324,-8.613936788
42.10252447,-8.613942884
42.10251652,-8.613948956
42.10250856,-8.613955006
42.10250058,-8.613961036
42.10249258,-8.613967049
42.10248457,-8.613973047
42.10247655,-8.613979031
42.10246853,-8.613985005
42.10246049,-8.613990969
42.10245245,-8.613996927
42.10244441,-8.61400288
42.10243636,-8.61400883
42.10242832,-8.614014781
42.10242027,-8.614020733
42.10241223,-8.614026688
42.1024042,-8.61403265
42.10239617,-8.614038621
42.10238814,-8.614044601
42.10238013,-8.614050594
42.10237213,-8.614056602
42.10236415,-8.614062626
42.10235618,-8.614068669
42.10234822,-8.614074733
42.10234029,-8.614080821
42.10233237,-8.614086933
42.10232448,-8.614093073
42.10231661,-8.614099243
42.10230877,-8.614105444
42.10230095,-8.614111679
42.10229317,-8.614117951
42.10228541,-8.61412426
42.10227769,-8.61413061
42.10227,-8.614137002
42.10226234,-8.614143438
42.10225473,-8.614149921
42.10224705,-8.61415661
42.10223967,-8.614163678
42.10223213,-8.61417118
42.10222476,-8.614178806
42.10221755,-8.614186553
42.10221049,-8.614194416
42.10220357,-8.614202389
42.1021968,-8.614210468
42.10219015,-8.614218649
42.10218337,-8.614227274
42.10217672,-8.614235997
42.10217019,-8.614244816
42.10216378,-8.614253723
42.10215748,-8.614262713
42.10215129,-8.614271783
42.10214519,-8.614280925
42.10213918,-8.614290135
42.10213326,-8.614299407
42.10212741,-8.614308736
42.10212163,-8.614318117
42.10211592,-8.614327544
42.10211026,-8.614337013
42.10210465,-8.614346517
42.10209908,-8.614356052
42.10209354,-8.614365612
42.10208782,-8.614375576
42.10208212,-8.614385555
42.10207643,-8.614395543
42.10207075,-8.614405535
42.10206507,-8.614415525
42.10205938,-8.614425506
42.10205368,-8.614435473
42.10204795,-8.614445419
42.10204219,-8.614455339
42.1020364,-8.614465227
42.10203078,-8.614474698
42.10202511,-8.614484129
42.10201938,-8.614493513
42.10201359,-8.614502847
42.10200773,-8.614512123
42.10200165,-8.614521557
42.10199581,-8.614530773
42.1019901,-8.614540157
42.10198452,-8.614549701
42.1019791,-8.614559396
42.10197369,-8.614569553
42.10196848,-8.614579853
42.10196347,-8.614590287
42.1019587,-8.614600844
42.10195417,-8.614611515
42.1019499,-8.614622292
42.10194591,-8.614633165
42.1019421,-8.614644467
42.10193862,-8.614655851
42.10193548,-8.614667306
42.10193263,-8.614679171
42.10193017,-8.61469109
42.10192814,-8.614703051
42.10192656,-8.614715043
42.1019254,-8.614727407
42.10192476,-8.61473978
42.10192464,-8.614752149
42.10192507,-8.614764502
42.10192607,-8.614776826
42.10192766,-8.614789109
42.10192979,-8.61480099
42.10193251,-8.61481281
42.10193575,-8.614824213
42.10193957,-8.614835537
42.10194387,-8.614846432
42.1019486,-8.614856899
42.10195343,-8.614867164
42.10195905,-8.614876879
42.10196532,-8.614885806
42.10197213,-8.614893971
42.10197941,-8.614901396
42.10198707,-8.614908108
42.10199504,-8.614914131
42.10200326,-8.61491949
42.10201165,-8.614924212
42.10202017,-8.61492832
42.10202895,-8.61493191
42.10203776,-8.614934918
42.10204675,-8.614937416
42.10205568,-8.614939364
42.10206472,-8.614940813
42.10207384,-8.614941758
42.102083,-8.614942194
42.10209217,-8.614942116
42.10210132,-8.614941518
42.1021104,-8.614940426
42.10211949,-8.614939307
42.10212857,-8.614938153
42.10213766,-8.614936966
42.10214673,-8.614935748
42.10215581,-8.614934502
42.10216488,-8.61493323
42.10217394,-8.614931935
42.10218301,-8.614930618
42.10219207,-8.614929281
42.10220113,-8.614927929
42.10221019,-8.614926561
42.10221925,-8.614925182
42.1022283,-8.614923792
42.10223736,-8.614922395
42.10224641,-8.614920993
42.10225547,-8.614919588
42.10226452,-8.614918182
42.10227358,-8.614916777
42.10228263,-8.614915377
42.10229169,-8.614913983
42.10230075,-8.614912597
42.1023098,-8.614911222
42.10231887,-8.614909861
42.10232793,-8.614908514
42.10233699,-8.614907186
42.10234606,-8.614905878
42.10235514,-8.614904592
42.10236421,-8.61490333
42.10237329,-8.614902096
42.10238237,-8.614900891
42.10239146,-8.614899717
42.10240055,-8.614898577
42.10240965,-8.614897474
